<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/def/common/unit>,<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/def/grib2/parameter>,<http://metarelate.net/vocabulary/index.html#identifier>,@id,dct:description,dct:references,rdf:type,rdfs:label,skos:prefLabel
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,10,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-10>,'Surface lifted index'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Surface lifted index'@en,'Surface lifted index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,11,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-11>,'Best (4-layer) lifted index'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Best (4-layer) lifted index'@en,'Best (4-layer) lifted index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,12,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-12>,'Richardson number'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Richardson number'@en,'Richardson number'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,13,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-13>,'Showalter index'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Showalter index'@en,'Showalter index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m2_s-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,15,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-15>,'Updraft helicity'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Updraft helicity'@en,'Updraft helicity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,2,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-2>,'K index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'K index'@en,'K index'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-255>,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,3,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-3>,'KO index'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'KO index'@en,'KO index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-4>,'Total totals index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Total totals index'@en,'Total totals index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,5,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-5>,'Sweat index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Sweat index'@en,'Sweat index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,6,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-6>,'Convective available potential energy'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Convective available potential energy'@en,'Convective available potential energy'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,7,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-7>,'Convective inhibition'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Convective inhibition'@en,'Convective inhibition'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,8,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-8>,'Storm relative helicity'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Storm relative helicity'@en,'Storm relative helicity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-7>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,9,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-7-9>,'Energy helicity index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Energy helicity index'@en,'Energy helicity index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,0,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-0>,'Flash flood guidance (Encoded as an accumulation over a floating subinterval of time between the reference time and valid time)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Flash flood guidance (Encoded as an accumulation over a floating subinterval of time between the reference time and valid time)'@en,'Flash flood guidance (Encoded as an accumulation over a floating subinterval of time between the reference time and valid time)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,1,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-1>,'Flash flood runoff (Encoded as an accumulation over a floating subinterval of time)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Flash flood runoff (Encoded as an accumulation over a floating subinterval of time)'@en,'Flash flood runoff (Encoded as an accumulation over a floating subinterval of time)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.215)>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,2,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-2>,'Remotely-sensed snow cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Remotely-sensed snow cover'@en,'Remotely-sensed snow cover'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-255>,'Missing'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.216)>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,3,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-3>,'Elevation of snow-covered terrain'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Elevation of snow-covered terrain'@en,'Elevation of snow-covered terrain'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-4>,'Snow water equivalent per cent of normal'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Snow water equivalent per cent of normal'@en,'Snow water equivalent per cent of normal'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,5,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-5>,'Baseflow-groundwater runoff'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Baseflow-groundwater runoff'@en,'Baseflow-groundwater runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,6,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-6>,'Storm surface runoff'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Storm surface runoff'@en,'Storm surface runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3/s>,<http://codes.wmo.int/grib2/codeflag/4.1/1-0>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,7,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-0-7>,'Discharge from rivers or streams'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Discharge from rivers or streams'@en,'Discharge from rivers or streams'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/1-1>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,0,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-1-0>,'Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)'@en,'Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/1-1>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,1,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-1-1>,'Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)'@en,'Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/1-1>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,2,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-1-2>,'Probability of 0.01 inch of precipitation (POP)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Probability of 0.01 inch of precipitation (POP)'@en,'Probability of 0.01 inch of precipitation (POP)'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/1-1>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,255,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-1-255>,'Missing'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,0,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-0>,'Water depth'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water depth'@en,'Water depth'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,1,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-1>,'Water temperature'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Water temperature'@en,'Water temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/N_unit>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,10,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-10>,'Shape factor with respect to temperature profile in thermocline'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Shape factor with respect to temperature profile in thermocline'@en,'Shape factor with respect to temperature profile in thermocline'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/_m-1>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,11,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-11>,'Attenuation coefficient of water with respect to solar radiation'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Attenuation coefficient of water with respect to solar radiation'@en,'Attenuation coefficient of water with respect to solar radiation'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,12,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-12>,'Salinity'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Salinity'@en,'Salinity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,2,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-2>,'Water fraction'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water fraction'@en,'Water fraction'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,3,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-3>,'Sediment thickness'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Sediment thickness'@en,'Sediment thickness'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,4,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-4>,'Sediment temperature'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Sediment temperature'@en,'Sediment temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/1-2>,<http://codes.wmo.int/grib2/codeflag/0.0/1>,5,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/1-2-5>,'Ice thickness'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ice thickness'@en,'Ice thickness'@en
